,case_date,state,cases,deaths,state_abbreviation,status,restriction_start,restriction_end,status_details,external_link,population,country,county,date,type
2678,2020-04-29,Maryland,20942,1078,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2679,2020-04-30,Maryland,21825,1139,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2680,2020-05-01,Maryland,23566,1192,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2681,2020-05-02,Maryland,24568,1251,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2682,2020-05-03,Maryland,25561,1281,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2683,2020-05-04,Maryland,26509,1317,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2684,2020-05-05,Maryland,27217,1390,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2685,2020-05-06,Maryland,28263,1443,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2686,2020-05-07,Maryland,29476,1503,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2687,2020-05-08,Maryland,30592,1560,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2688,2020-05-09,Maryland,31638,1614,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2689,2020-05-10,Maryland,32693,1644,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2690,2020-05-11,Maryland,33483,1683,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2691,2020-05-12,Maryland,34174,1756,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2692,2020-05-13,Maryland,34927,1809,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2693,2020-05-14,Maryland,36021,1866,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2694,2020-05-15,Maryland,37105,1911,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
2695,2020-05-16,Maryland,38083,1957,MD,reopening,,2020-05-15,"Gov. Larry Hogan, a Republican who has called for an aggressive response to the virus, allowed some businesses to open with social distancing requirements starting May 15, but encouraged the adoption of more restrictive guidelines at the local level as needed. The decision to allow further reopenings in mid-June was met with criticism from a top health adviser. ",https://www.baltimoresun.com/coronavirus/bs-md-hogan-wednesday-20200610-werxiv7dancrhntfrsyrht2ae4-story.html,6045680,United States,,2020-03-30,Stay at home
